SOURCE,PATHWAY,link
REACTOME,LGI-ADAM interactions,https://reactome.org/PathwayBrowser/#/R-MMU-5576893
REACTOME,FGFR2 ligand binding and activation,https://reactome.org/PathwayBrowser/#/R-MMU-5576890
REACTOME,FGFR1b ligand binding and activation,https://reactome.org/PathwayBrowser/#/R-MMU-5576886
REACTOME,FGFR2b ligand binding and activation,https://reactome.org/PathwayBrowser/#/R-MMU-211945
REACTOME,Phospholipase C-mediated cascade; FGFR2,https://reactome.org/PathwayBrowser/#/R-MMU-156580
REACTOME,PI-3K cascade:FGFR2,https://reactome.org/PathwayBrowser/#/R-MMU-8963691
REACTOME,Downstream signaling of activated FGFR2,https://reactome.org/PathwayBrowser/#/R-MMU-8964208
REACTOME,SHC-mediated cascade:FGFR2,https://reactome.org/PathwayBrowser/#/R-MMU-8850843
REACTOME,FRS-mediated FGFR2 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-2393930
REACTOME,FGFRL1 modulation of FGFR1 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-5654219
REACTOME,Signaling by NOTCH3,https://reactome.org/PathwayBrowser/#/R-MMU-5654221
REACTOME,NOTCH3 Activation and Transmission of Signal to the Nucleus,https://reactome.org/PathwayBrowser/#/R-MMU-5654227
REACTOME,The retinoid cycle in cones (daylight vision),https://reactome.org/PathwayBrowser/#/R-MMU-5654228
REACTOME,The canonical retinoid cycle in rods (twilight vision),https://reactome.org/PathwayBrowser/#/R-MMU-1483257
REACTOME,Regulation of TP53 Degradation,https://reactome.org/PathwayBrowser/#/R-MMU-202427
REACTOME,Regulation of TP53 Expression and Degradation,https://reactome.org/PathwayBrowser/#/R-MMU-176417
REACTOME,Inhibition of DNA recombination at telomere,https://reactome.org/PathwayBrowser/#/R-MMU-69200
REACTOME,Oncogene Induced Senescence,https://reactome.org/PathwayBrowser/#/R-MMU-176412
REACTOME,Synthesis of GDP-mannose,https://reactome.org/PathwayBrowser/#/R-MMU-5578768
REACTOME,betaKlotho-mediated ligand binding,https://reactome.org/PathwayBrowser/#/R-MMU-8963898
REACTOME,FGFR4 ligand binding and activation,https://reactome.org/PathwayBrowser/#/R-MMU-174824
REACTOME,Phospholipase C-mediated cascade; FGFR4,https://reactome.org/PathwayBrowser/#/R-MMU-8964043
REACTOME,FRS-mediated FGFR4 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-8963899
REACTOME,Downstream signaling of activated FGFR4,https://reactome.org/PathwayBrowser/#/R-MMU-75896
REACTOME,SHC-mediated cascade:FGFR4,https://reactome.org/PathwayBrowser/#/R-MMU-75892
REACTOME,PI-3K cascade:FGFR4,https://reactome.org/PathwayBrowser/#/R-MMU-76009
REACTOME,Beta-catenin phosphorylation cascade,https://reactome.org/PathwayBrowser/#/R-MMU-76002
REACTOME,Disassembly of the destruction complex and recruitment of AXIN to the membrane,https://reactome.org/PathwayBrowser/#/R-MMU-418360
REACTOME,Hyaluronan uptake and degradation,https://reactome.org/PathwayBrowser/#/R-MMU-114608
REACTOME,Establishment of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-MMU-418346
REACTOME,Cohesin Loading onto Chromatin,https://reactome.org/PathwayBrowser/#/R-MMU-432142
REACTOME,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,https://reactome.org/PathwayBrowser/#/R-MMU-156711
REACTOME,Mismatch Repair,https://reactome.org/PathwayBrowser/#/R-MMU-69091
REACTOME,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),https://reactome.org/PathwayBrowser/#/R-MMU-174411
REACTOME,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),https://reactome.org/PathwayBrowser/#/R-MMU-5250913
REACTOME,PCNA-Dependent Long Patch Base Excision Repair,https://reactome.org/PathwayBrowser/#/R-MMU-438064
REACTOME,Termination of translesion DNA synthesis,https://reactome.org/PathwayBrowser/#/R-MMU-426496
REACTOME,Gap-filling DNA repair synthesis and ligation in GG-NER,https://reactome.org/PathwayBrowser/#/R-MMU-163125
REACTOME,Polymerase switching,https://reactome.org/PathwayBrowser/#/R-MMU-597592
REACTOME,Leading Strand Synthesis,https://reactome.org/PathwayBrowser/#/R-MMU-8957275
REACTOME,Removal of the Flap Intermediate,https://reactome.org/PathwayBrowser/#/R-MMU-9615933
REACTOME,Processive synthesis on the lagging strand,https://reactome.org/PathwayBrowser/#/R-MMU-622327
REACTOME,Lagging Strand Synthesis,https://reactome.org/PathwayBrowser/#/R-MMU-1296071
REACTOME,DNA strand elongation,https://reactome.org/PathwayBrowser/#/R-MMU-1296067
REACTOME,Glycosphingolipid metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-1912422
REACTOME,Sialic acid metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-1912420
REACTOME,Class B/2 (Secretin family receptors),https://reactome.org/PathwayBrowser/#/R-MMU-1912408
REACTOME,Glucagon-type ligand receptors,https://reactome.org/PathwayBrowser/#/R-MMU-9757110
REACTOME,Invadopodia formation,https://reactome.org/PathwayBrowser/#/R-MMU-196108
REACTOME,Arachidonate production from DAG,https://reactome.org/PathwayBrowser/#/R-MMU-112308
REACTOME,Mitochondrial translation,https://reactome.org/PathwayBrowser/#/R-MMU-500657
REACTOME,Mitochondrial translation elongation,https://reactome.org/PathwayBrowser/#/R-MMU-622323
REACTOME,Mitochondrial translation termination,https://reactome.org/PathwayBrowser/#/R-MMU-5693616
REACTOME,N-Glycan antennae elongation,https://reactome.org/PathwayBrowser/#/R-MMU-3215018
REACTOME,Interferon gamma signaling,https://reactome.org/PathwayBrowser/#/R-MMU-72203
REACTOME,Regulation of IFNG signaling,https://reactome.org/PathwayBrowser/#/R-MMU-75067
REACTOME,Signaling by CSF3 (G-CSF),https://reactome.org/PathwayBrowser/#/R-MMU-5693607
REACTOME,Inactivation of CSF3 (G-CSF) signaling,https://reactome.org/PathwayBrowser/#/R-MMU-77595
REACTOME,Interleukin-6 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-8949664
REACTOME,Interleukin-6 family signaling,https://reactome.org/PathwayBrowser/#/R-MMU-174414
REACTOME,PTK6 Activates STAT3,https://reactome.org/PathwayBrowser/#/R-MMU-69183
REACTOME,Caspase activation via Death Receptors in the presence of ligand,https://reactome.org/PathwayBrowser/#/R-MMU-5357801
REACTOME,Regulation by c-FLIP,https://reactome.org/PathwayBrowser/#/R-MMU-964827
REACTOME,CASP8 activity is inhibited,https://reactome.org/PathwayBrowser/#/R-MMU-1170546
REACTOME,Caspase activation via extrinsic apoptotic signalling pathway,https://reactome.org/PathwayBrowser/#/R-MMU-70688
REACTOME,Dimerization of procaspase-8,https://reactome.org/PathwayBrowser/#/R-MMU-169893
REACTOME,TRAIL signaling,https://reactome.org/PathwayBrowser/#/R-MMU-71032
REACTOME,mRNA decay by 5' to 3' exoribonuclease,https://reactome.org/PathwayBrowser/#/R-MMU-392851
REACTOME,Signaling by Erythropoietin,https://reactome.org/PathwayBrowser/#/R-MMU-391908
REACTOME,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),https://reactome.org/PathwayBrowser/#/R-MMU-391251
REACTOME,Synthesis of 15-eicosatetraenoic acid derivatives,https://reactome.org/PathwayBrowser/#/R-MMU-9609507
REACTOME,Mitochondrial protein import,https://reactome.org/PathwayBrowser/#/R-MMU-8876725
REACTOME,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-5676934
REACTOME,Linoleic acid (LA) metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-8852135
REACTOME,alpha-linolenic acid (ALA) metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-6794362
REACTOME,Synthesis of PI,https://reactome.org/PathwayBrowser/#/R-MMU-433692
REACTOME,RAB geranylgeranylation,https://reactome.org/PathwayBrowser/#/R-MMU-428559
REACTOME,Creatine metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-427975
REACTOME,Beta defensins,https://reactome.org/PathwayBrowser/#/R-MMU-74259
REACTOME,SUMOylation of transcription factors,https://reactome.org/PathwayBrowser/#/R-MMU-73817
REACTOME,SUMOylation of intracellular receptors,https://reactome.org/PathwayBrowser/#/R-MMU-74217
REACTOME,SUMOylation of immune response proteins,https://reactome.org/PathwayBrowser/#/R-MMU-500753
REACTOME,Activation of Matrix Metalloproteinases,https://reactome.org/PathwayBrowser/#/R-MMU-73621
REACTOME,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),https://reactome.org/PathwayBrowser/#/R-MMU-73614
REACTOME,Vitamins B6 activation to pyridoxal phosphate,https://reactome.org/PathwayBrowser/#/R-MMU-71737
REACTOME,Apoptosis induced DNA fragmentation,https://reactome.org/PathwayBrowser/#/R-MMU-5620971
REACTOME,Transport of glycerol from adipocytes to the liver by Aquaporins,https://reactome.org/PathwayBrowser/#/R-MMU-70268
REACTOME,Passive transport by Aquaporins,https://reactome.org/content/query?q=Passive%20transport%20by%20Aquaporins&types=Pathway
REACTOME,Elevation of cytosolic Ca2+ levels,https://reactome.org/PathwayBrowser/#/R-MMU-5365859
REACTOME,Synthesis of PC,https://reactome.org/PathwayBrowser/#/R-MMU-8876198
REACTOME,Extrinsic Pathway of Fibrin Clot Formation,https://reactome.org/PathwayBrowser/#/R-MMU-8873719
REACTOME,Chaperonin-mediated protein folding,https://reactome.org/PathwayBrowser/#/R-MMU-9013149
REACTOME,Protein folding,https://reactome.org/PathwayBrowser/#/R-MMU-9013404
REACTOME,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,https://reactome.org/PathwayBrowser/#/R-MMU-9013423
REACTOME,WNT mediated activation of DVL,https://reactome.org/PathwayBrowser/#/R-MMU-5673000
REACTOME,Receptor Mediated Mitophagy,https://reactome.org/PathwayBrowser/#/R-MMU-112409
REACTOME,Electric Transmission Across Gap Junctions,https://reactome.org/PathwayBrowser/#/R-MMU-5673001
REACTOME,Transmission across Electrical Synapses,https://reactome.org/PathwayBrowser/#/R-MMU-9648002
REACTOME,PECAM1 interactions,https://reactome.org/PathwayBrowser/#/R-MMU-8853659
REACTOME,Lewis blood group biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-195258
REACTOME,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,https://reactome.org/PathwayBrowser/#/R-MMU-9012999
REACTOME,Activation of BIM and translocation to mitochondria,https://reactome.org/PathwayBrowser/#/R-MMU-5663220
REACTOME,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,https://reactome.org/PathwayBrowser/#/R-MMU-5668599
REACTOME,Activation of BH3-only proteins,https://reactome.org/PathwayBrowser/#/R-MMU-5627117
REACTOME,Energy dependent regulation of mTOR by LKB1-AMPK,https://reactome.org/PathwayBrowser/#/R-MMU-5666185
REACTOME,DNA replication initiation,https://reactome.org/PathwayBrowser/#/R-MMU-5663213
REACTOME,Activation of the pre-replicative complex,https://reactome.org/PathwayBrowser/#/R-MMU-5625900
REACTOME,Presynaptic depolarization and calcium channel opening,https://reactome.org/PathwayBrowser/#/R-MMU-5626467
REACTOME,"Synthesis of IP2, IP, and Ins in the cytosol",https://reactome.org/PathwayBrowser/#/R-MMU-5625970
REACTOME,Phosphate bond hydrolysis by NTPDase proteins,https://reactome.org/PathwayBrowser/#/R-MMU-5627123
REACTOME,Nephrin family interactions,https://reactome.org/PathwayBrowser/#/R-MMU-5625740
REACTOME,ARL13B-mediated ciliary trafficking of INPP5E,https://reactome.org/PathwayBrowser/#/R-MMU-5627083
REACTOME,Mitochondrial Fatty Acid Beta-Oxidation,https://reactome.org/PathwayBrowser/#/R-MMU-8980692
REACTOME,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,https://reactome.org/PathwayBrowser/#/R-MMU-9013026
REACTOME,Cell-extracellular matrix interactions,https://reactome.org/PathwayBrowser/#/R-MMU-9706574
REACTOME,ZBP1(DAI) mediated induction of type I IFNs,https://reactome.org/PathwayBrowser/#/R-MMU-9013422
REACTOME,RIP-mediated NFkB activation via ZBP1,https://reactome.org/PathwayBrowser/#/R-MMU-9013418
REACTOME,DEx/H-box helicases activate type I IFN and inflammatory cytokines production,https://reactome.org/PathwayBrowser/#/R-MMU-9706019
REACTOME,ROS and RNS production in phagocytes,https://reactome.org/PathwayBrowser/#/R-MMU-9013106
REACTOME,Cross-presentation of particulate exogenous antigens (phagosomes),https://reactome.org/PathwayBrowser/#/R-MMU-9013405
REACTOME,RHO GTPases Activate NADPH Oxidases,https://reactome.org/PathwayBrowser/#/R-MMU-9035034
REACTOME,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,https://reactome.org/PathwayBrowser/#/R-MMU-9013408
REACTOME,Synthesis of dolichyl-phosphate mannose,https://reactome.org/PathwayBrowser/#/R-MMU-9013407
REACTOME,Lectin pathway of complement activation,https://reactome.org/PathwayBrowser/#/R-MMU-9013409
REACTOME,Ficolins bind to repetitive carbohydrate structures on the target cell surface,https://reactome.org/PathwayBrowser/#/R-MMU-9013406
REACTOME,Synthesis of PIPs in the nucleus,https://reactome.org/PathwayBrowser/#/R-MMU-9013425
REACTOME,Presynaptic nicotinic acetylcholine receptors,https://reactome.org/PathwayBrowser/#/R-MMU-9013419
REACTOME,Highly sodium permeable postsynaptic acetylcholine nicotinic receptors,https://reactome.org/PathwayBrowser/#/R-MMU-9013420
REACTOME,Highly calcium permeable nicotinic acetylcholine receptors,https://reactome.org/PathwayBrowser/#/R-MMU-9013424
REACTOME,Translation initiation complex formation,https://reactome.org/PathwayBrowser/#/R-MMU-1810476
REACTOME,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",https://reactome.org/PathwayBrowser/#/R-MMU-5213460
REACTOME,"Formation of the ternary complex, and subsequently, the 43S complex",https://reactome.org/PathwayBrowser/#/R-MMU-3214858
REACTOME,Ribosomal scanning and start codon recognition,https://reactome.org/PathwayBrowser/#/R-MMU-77075
REACTOME,Eukaryotic Translation Elongation,https://reactome.org/PathwayBrowser/#/R-MMU-73854
REACTOME,"Gamma carboxylation, hypusine formation and arylsulfatase activation",https://reactome.org/PathwayBrowser/#/R-MMU-73772
REACTOME,Lipid particle organization,https://reactome.org/PathwayBrowser/#/R-MMU-73728
REACTOME,"Activation, myristolyation of BID and translocation to mitochondria",https://reactome.org/PathwayBrowser/#/R-MMU-73864
REACTOME,Transport of organic anions,https://reactome.org/PathwayBrowser/#/R-MMU-73762
REACTOME,Synthesis of 12-eicosatetraenoic acid derivatives,https://reactome.org/PathwayBrowser/#/R-MMU-73863
REACTOME,Biosynthesis of D-series resolvins,https://reactome.org/PathwayBrowser/#/R-MMU-674695
REACTOME,Biosynthesis of DHA-derived SPMs,https://reactome.org/PathwayBrowser/#/R-MMU-73776
REACTOME,Biosynthesis of specialized proresolving mediators (SPMs),https://reactome.org/PathwayBrowser/#/R-MMU-73857
REACTOME,Biosynthesis of EPA-derived SPMs,https://reactome.org/PathwayBrowser/#/R-MMU-75955
REACTOME,Biosynthesis of E-series 18(S)-resolvins,https://reactome.org/PathwayBrowser/#/R-MMU-75953
REACTOME,Biosynthesis of aspirin-triggered D-series resolvins,https://reactome.org/PathwayBrowser/#/R-MMU-76042
REACTOME,Biosynthesis of E-series 18(R)-resolvins,https://reactome.org/PathwayBrowser/#/R-MMU-73779
REACTOME,Trafficking and processing of endosomal TLR,https://reactome.org/PathwayBrowser/#/R-MMU-73856
REACTOME,G alpha (z) signalling events,https://reactome.org/PathwayBrowser/#/R-MMU-74158
REACTOME,Nonhomologous End-Joining (NHEJ),https://reactome.org/PathwayBrowser/#/R-MMU-76046
REACTOME,Proton-coupled monocarboxylate transport,https://reactome.org/PathwayBrowser/#/R-MMU-76061
REACTOME,Activation of BAD and translocation to mitochondria,https://reactome.org/PathwayBrowser/#/R-MMU-76066
REACTOME,RHO GTPases activate PKNs,https://reactome.org/PathwayBrowser/#/R-MMU-76071
REACTOME,TP53 Regulates Transcription of Cell Cycle Genes,https://reactome.org/PathwayBrowser/#/R-MMU-6807505
REACTOME,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,https://reactome.org/PathwayBrowser/#/R-MMU-9696273
REACTOME,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,https://reactome.org/PathwayBrowser/#/R-MMU-9696270
REACTOME,Regulation of localization of FOXO transcription factors,https://reactome.org/PathwayBrowser/#/R-MMU-9696264
REACTOME,IL-6-type cytokine receptor ligand interactions,https://reactome.org/PathwayBrowser/#/R-MMU-1222556
REACTOME,HCN channels,https://reactome.org/PathwayBrowser/#/R-MMU-444257
REACTOME,HDMs demethylate histones,https://reactome.org/PathwayBrowser/#/R-MMU-8877330
REACTOME,Class I peroxisomal membrane protein import,https://reactome.org/PathwayBrowser/#/R-MMU-8939243
REACTOME,Nitric oxide stimulates guanylate cyclase,https://reactome.org/PathwayBrowser/#/R-MMU-8931987
REACTOME,cGMP effects,https://reactome.org/PathwayBrowser/#/R-MMU-8936459
REACTOME,MET activates PTK2 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-8939245
REACTOME,MET promotes cell motility,https://reactome.org/PathwayBrowser/#/R-MMU-8939236
REACTOME,Potassium transport channels,https://reactome.org/PathwayBrowser/#/R-MMU-8939242
REACTOME,p75NTR signals via NF-kB,https://reactome.org/PathwayBrowser/#/R-MMU-8939246
REACTOME,p75NTR recruits signalling complexes,https://reactome.org/PathwayBrowser/#/R-MMU-8939247
REACTOME,NF-kB is activated and signals survival,https://reactome.org/PathwayBrowser/#/R-MMU-8941326
REACTOME,MAP3K8 (TPL2)-dependent MAPK1/3 activation,https://reactome.org/PathwayBrowser/#/R-MMU-8940973
REACTOME,TRAF6 mediated NF-kB activation,https://reactome.org/PathwayBrowser/#/R-MMU-8941855
REACTOME,IRAK1 recruits IKK complex,https://reactome.org/PathwayBrowser/#/R-MMU-8941856
REACTOME,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,https://reactome.org/PathwayBrowser/#/R-MMU-8951430
REACTOME,Transport and synthesis of PAPS,https://reactome.org/PathwayBrowser/#/R-MMU-8951671
REACTOME,PKA-mediated phosphorylation of CREB,https://reactome.org/PathwayBrowser/#/R-MMU-8951936
REACTOME,Calmodulin induced events,https://reactome.org/PathwayBrowser/#/R-MMU-9007101
REACTOME,Ca-dependent events,https://reactome.org/PathwayBrowser/#/R-MMU-392517
REACTOME,CaM pathway,https://reactome.org/PathwayBrowser/#/R-MMU-975578
REACTOME,DAG and IP3 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-8934903
REACTOME,PKA activation,https://reactome.org/PathwayBrowser/#/R-MMU-388844
REACTOME,Adenylate cyclase activating pathway,https://reactome.org/PathwayBrowser/#/R-MMU-110314
REACTOME,RHO GTPases activate KTN1,https://reactome.org/PathwayBrowser/#/R-MMU-5693565
REACTOME,TWIK related potassium channel (TREK),https://reactome.org/PathwayBrowser/#/R-MMU-380320
REACTOME,Cholesterol biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-380270
REACTOME,Cholesterol biosynthesis via desmosterol,https://reactome.org/PathwayBrowser/#/R-MMU-159418
REACTOME,Cholesterol biosynthesis via lathosterol,https://reactome.org/PathwayBrowser/#/R-MMU-72731
REACTOME,SUMOylation of DNA methylation proteins,https://reactome.org/PathwayBrowser/#/R-MMU-437239
REACTOME,JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1,https://reactome.org/PathwayBrowser/#/R-MMU-418359
REACTOME,Catecholamine biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-8866376
REACTOME,Formyl peptide receptors bind formyl peptides and many other ligands,https://reactome.org/PathwayBrowser/#/R-MMU-5218859
REACTOME,RHOBTB1 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-193692
REACTOME,RHOBTB GTPase Cycle,https://reactome.org/PathwayBrowser/#/R-MMU-3371378
REACTOME,POLB-Dependent Long Patch Base Excision Repair,https://reactome.org/PathwayBrowser/#/R-MMU-176408
REACTOME,HDR through MMEJ (alt-NHEJ),https://reactome.org/PathwayBrowser/#/R-MMU-169911
REACTOME,Enzymatic degradation of Dopamine by monoamine oxidase,https://reactome.org/PathwayBrowser/#/R-MMU-9708530
REACTOME,Ribavirin ADME,https://reactome.org/PathwayBrowser/#/R-MMU-977606
REACTOME,CD28 dependent Vav1 pathway,https://reactome.org/PathwayBrowser/#/R-MMU-9617629
REACTOME,VEGFR2 mediated vascular permeability,https://reactome.org/PathwayBrowser/#/R-MMU-4641263
REACTOME,G beta:gamma signalling through CDC42,https://reactome.org/PathwayBrowser/#/R-MMU-170822
REACTOME,CDC6 association with the ORC:origin complex,https://reactome.org/PathwayBrowser/#/R-MMU-9707587
REACTOME,Repression of WNT target genes,https://reactome.org/PathwayBrowser/#/R-MMU-3371453
REACTOME,Vasopressin-like receptors,https://reactome.org/PathwayBrowser/#/R-MMU-912694
REACTOME,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),https://reactome.org/PathwayBrowser/#/R-MMU-877312
REACTOME,Tight junction interactions,https://reactome.org/PathwayBrowser/#/R-MMU-381426
REACTOME,Negative regulation of MET activity,https://reactome.org/PathwayBrowser/#/R-MMU-1433559
REACTOME,Endosomal Sorting Complex Required For Transport (ESCRT),https://reactome.org/PathwayBrowser/#/R-MMU-9022692
REACTOME,TP53 Regulates Transcription of Cell Death Genes,https://reactome.org/PathwayBrowser/#/R-MMU-9758274
REACTOME,TP53 Regulates Transcription of Caspase Activators and Caspases,https://reactome.org/PathwayBrowser/#/R-MMU-2565942
REACTOME,Metabolism of cofactors,https://reactome.org/PathwayBrowser/#/R-MMU-8943724
REACTOME,BBSome-mediated cargo-targeting to cilium,https://reactome.org/PathwayBrowser/#/R-MMU-8948747
REACTOME,Eicosanoid ligand-binding receptors,https://reactome.org/PathwayBrowser/#/R-MMU-8948751
REACTOME,Leukotriene receptors,https://reactome.org/PathwayBrowser/#/R-MMU-5658442
REACTOME,Formation of apoptosome,https://reactome.org/PathwayBrowser/#/R-MMU-8934593
REACTOME,Activation of caspases through apoptosome-mediated cleavage,https://reactome.org/PathwayBrowser/#/R-MMU-8939902
REACTOME,Cytochrome c-mediated apoptotic response,https://reactome.org/PathwayBrowser/#/R-MMU-8941858
REACTOME,Regulation of the apoptosome activity,https://reactome.org/PathwayBrowser/#/R-MMU-5686938
REACTOME,Transcriptional regulation of white adipocyte differentiation,https://reactome.org/PathwayBrowser/#/R-MMU-5357905
REACTOME,Regulation of TP53 Activity through Association with Co-factors,https://reactome.org/PathwayBrowser/#/R-MMU-5633007
REACTOME,Organic anion transport,https://reactome.org/PathwayBrowser/#/R-MMU-6804758
REACTOME,Activation of G protein gated Potassium channels,https://reactome.org/PathwayBrowser/#/R-MMU-6804759
REACTOME,G protein gated Potassium channels,https://reactome.org/PathwayBrowser/#/R-MMU-6804760
REACTOME,Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits,https://reactome.org/PathwayBrowser/#/R-MMU-6804756
REACTOME,Calcineurin activates NFAT,https://reactome.org/PathwayBrowser/#/R-MMU-6804757
REACTOME,CLEC7A (Dectin-1) induces NFAT activation,https://reactome.org/PathwayBrowser/#/R-MMU-6806003
REACTOME,Gamma-carboxylation of protein precursors,https://reactome.org/PathwayBrowser/#/R-MMU-2029482
REACTOME,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,https://reactome.org/PathwayBrowser/#/R-MMU-186712
REACTOME,Removal of aminoterminal propeptides from gamma-carboxylated proteins,https://reactome.org/PathwayBrowser/#/R-MMU-1655829
REACTOME,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",https://reactome.org/PathwayBrowser/#/R-MMU-446388
REACTOME,RHO GTPases Activate Rhotekin and Rhophilins,https://reactome.org/PathwayBrowser/#/R-MMU-9010553
REACTOME,Uptake of dietary cobalamins into enterocytes,https://reactome.org/PathwayBrowser/#/R-MMU-191650
REACTOME,Signaling by ROBO receptors,https://reactome.org/PathwayBrowser/#/R-MMU-1234158
REACTOME,Role of ABL in ROBO-SLIT signaling,https://reactome.org/PathwayBrowser/#/R-MMU-210745
REACTOME,SLIT2:ROBO1 increases RHOA activity,https://reactome.org/PathwayBrowser/#/R-MMU-9634600
REACTOME,Regulation of expression of SLITs and ROBOs,https://reactome.org/PathwayBrowser/#/R-MMU-3134975
REACTOME,FGFR3 ligand binding and activation,https://reactome.org/PathwayBrowser/#/R-MMU-422356
REACTOME,FGFR3b ligand binding and activation,https://reactome.org/PathwayBrowser/#/R-MMU-400206
REACTOME,FGFR3c ligand binding and activation,https://reactome.org/PathwayBrowser/#/R-MMU-9614399
REACTOME,FGFR2c ligand binding and activation,https://reactome.org/PathwayBrowser/#/R-MMU-450531
REACTOME,Phospholipase C-mediated cascade; FGFR3,https://reactome.org/PathwayBrowser/#/R-MMU-453276
REACTOME,SHC-mediated cascade:FGFR3,https://reactome.org/PathwayBrowser/#/R-MMU-5675482
REACTOME,FRS-mediated FGFR3 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-350562
REACTOME,Downstream signaling of activated FGFR3,https://reactome.org/PathwayBrowser/#/R-MMU-204174
REACTOME,PI-3K cascade:FGFR3,https://reactome.org/PathwayBrowser/#/R-MMU-912631
REACTOME,TRIF-mediated programmed cell death,https://reactome.org/PathwayBrowser/#/R-MMU-9627069
REACTOME,CLEC7A/inflammasome pathway,https://reactome.org/PathwayBrowser/#/R-MMU-350864
REACTOME,FasL/ CD95L signaling,https://reactome.org/PathwayBrowser/#/R-MMU-444821
REACTOME,Biosynthesis of protectins,https://reactome.org/PathwayBrowser/#/R-MMU-5362798
REACTOME,Biosynthesis of maresins,https://reactome.org/PathwayBrowser/#/R-MMU-111457
REACTOME,Biosynthesis of maresin-like SPMs,https://reactome.org/PathwayBrowser/#/R-MMU-159782
REACTOME,Abacavir metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-69166
REACTOME,Ethanol oxidation,https://reactome.org/PathwayBrowser/#/R-MMU-174437
REACTOME,RHO GTPases Activate WASPs and WAVEs,https://reactome.org/PathwayBrowser/#/R-MMU-4641265
REACTOME,Mitochondrial biogenesis,https://reactome.org/PathwayBrowser/#/R-MMU-1474165
REACTOME,Formation of ATP by chemiosmotic coupling,https://reactome.org/PathwayBrowser/#/R-MMU-110373
REACTOME,Cristae formation,https://reactome.org/PathwayBrowser/#/R-MMU-110381
REACTOME,Reversible hydration of carbon dioxide,https://reactome.org/PathwayBrowser/#/R-MMU-73933
REACTOME,Activation of C3 and C5,https://reactome.org/PathwayBrowser/#/R-MMU-5693537
REACTOME,MAPK targets/ Nuclear events mediated by MAP kinases,https://reactome.org/PathwayBrowser/#/R-MMU-5693568
REACTOME,Activation of the AP-1 family of transcription factors,https://reactome.org/PathwayBrowser/#/R-MMU-2500257
REACTOME,TFAP2 (AP-2) family regulates transcription of cell cycle factors,https://reactome.org/PathwayBrowser/#/R-MMU-611105
REACTOME,GRB2 events in EGFR signaling,https://reactome.org/content/query?q=GRB2%20events%20in%20EGFR%20signaling&types=Pathway
REACTOME,GAB1 signalosome,https://reactome.org/PathwayBrowser/#/R-MMU-76005
REACTOME,SHC1 events in EGFR signaling,https://reactome.org/PathwayBrowser/#/R-MMU-5660526
REACTOME,EGFR interacts with phospholipase C-gamma,https://reactome.org/PathwayBrowser/#/R-MMU-975634
REACTOME,Frs2-mediated activation,https://reactome.org/PathwayBrowser/#/R-MMU-177504
REACTOME,Activation of TRKA receptors,https://reactome.org/PathwayBrowser/#/R-MMU-6811440
REACTOME,TRKA activation by NGF,https://reactome.org/PathwayBrowser/#/R-MMU-888593
REACTOME,p75NTR regulates axonogenesis,https://reactome.org/PathwayBrowser/#/R-MMU-73943
